filter_id	lambda_eff	zp_v	mag_fromVega_toST	mag_fromVega_toAB
"MKO.UH88(2,2m).SNIFS.Johnson.U"	3630.98	1780.3	notfound	0.800527
"MKO.UH88(2,2m).SNIFS.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"MKO.UH88(2,2m).SNIFS.Johnson.V"	5339.32	3562	notfound	0.006521
"MKO.UH88(2,2m).SNIFS.Johnson.R"	7606.15	2935.65	notfound	0.190278
"MKO.UH88(2,2m).SNIFS.Johnson.I"	8232.9	2347.46	notfound	0.431372
"MKO.UH88(2,2m).SNIFS.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"MKO.UH88(2,2m).SNIFS.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"MKO.UH88(2,2m).SNIFS.SDSS.up"	3542.86	1636.26	notfound	0.9
"MKO.UH88(2,2m).SNIFS.SDSS.u"	3579.22	1627.99	notfound	0.9
"MKO.UH88(2,2m).SNIFS.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"MKO.UH88(2,2m).SNIFS.SDSS.g"	3794.76	1572.35	notfound	-0.125
"MKO.UH88(2,2m).SNIFS.SDSS.rp"	6208.2	3149.8	notfound	0.119
"MKO.UH88(2,2m).SNIFS.SDSS.r"	6290.02	3093.32	notfound	0.119
"MKO.UH88(2,2m).SNIFS.SDSS.ip"	7629.65	2579.1	notfound	0.332
"MKO.UH88(2,2m).SNIFS.SDSS.i"	7635.1	2646.91	notfound	0.332
"MKO.UH88(2,2m).SNIFS.SDSS.zp"	9345.61	2129.91	notfound	0.494
"MKO.UH88(2,2m).SNIFS.SDSS.z"	7956.03	2612.4	notfound	0.494
"MKO.UH88(2,2m).SNIFS.None.J"	12355.3	1584.51	notfound	0.866
"MKO.UH88(2,2m).SNIFS.None.H"	16311.9	1029.64	notfound	1.337
"MKO.UH88(2,2m).SNIFS.None.K"	21785.2	648.74	4.802	1.815
"MKO.UH88(2,2m).SNIFS.None.Kp"	21176	679.886	4.802	1.815
"MKO.UH88(2,2m).SNIFS.None.Ks"	21436.5	670.881	4.802	1.815
"MKO.UH88(2,2m).SNIFS.None.Y"	9965.42	2213.12	notfound	0.634
"MKO.UH88(2,2m).SNIFS.None.Z"	9081.06	2329.21	1.526	0.489
"MKO.UH88(2,2m).SNIFS.None.w"	3919.93	2391.57	notfound	0.8
"MKO.UH88(2,2m).SNIFS.None.white"	3919.93	2391.57	notfound	0.8
TO.Zeiss-2000.FLI-PL4301.Johnson.U	3630.98	1780.3	notfound	0.800527
TO.Zeiss-2000.FLI-PL4301.Johnson.B	4357.24	3897.71	notfound	-0.107512
TO.Zeiss-2000.FLI-PL4301.Johnson.V	5339.32	3562	notfound	0.006521
TO.Zeiss-2000.FLI-PL4301.Johnson.R	7606.15	2935.65	notfound	0.190278
TO.Zeiss-2000.FLI-PL4301.Johnson.I	8232.9	2347.46	notfound	0.431372
TO.Zeiss-2000.FLI-PL4301.Cousins.Rc	6406.41	3002.3	notfound	0.117
TO.Zeiss-2000.FLI-PL4301.Cousins.Ic	7590.5	2387.34	notfound	0.342
TO.Zeiss-2000.FLI-PL4301.SDSS.up	3542.86	1636.26	notfound	0.9
TO.Zeiss-2000.FLI-PL4301.SDSS.u	3579.22	1627.99	notfound	0.9
TO.Zeiss-2000.FLI-PL4301.SDSS.gp	4747.03	3812.91	notfound	-0.125
TO.Zeiss-2000.FLI-PL4301.SDSS.g	3794.76	1572.35	notfound	-0.125
TO.Zeiss-2000.FLI-PL4301.SDSS.rp	6208.2	3149.8	notfound	0.119
TO.Zeiss-2000.FLI-PL4301.SDSS.r	6290.02	3093.32	notfound	0.119
TO.Zeiss-2000.FLI-PL4301.SDSS.ip	7629.65	2579.1	notfound	0.332
TO.Zeiss-2000.FLI-PL4301.SDSS.i	7635.1	2646.91	notfound	0.332
TO.Zeiss-2000.FLI-PL4301.SDSS.zp	9345.61	2129.91	notfound	0.494
TO.Zeiss-2000.FLI-PL4301.SDSS.z	7956.03	2612.4	notfound	0.494
TO.Zeiss-2000.FLI-PL4301.None.J	12355.3	1584.51	notfound	0.866
TO.Zeiss-2000.FLI-PL4301.None.H	16311.9	1029.64	notfound	1.337
TO.Zeiss-2000.FLI-PL4301.None.K	21785.2	648.74	4.802	1.815
TO.Zeiss-2000.FLI-PL4301.None.Kp	21176	679.886	4.802	1.815
TO.Zeiss-2000.FLI-PL4301.None.Ks	21436.5	670.881	4.802	1.815
TO.Zeiss-2000.FLI-PL4301.None.Y	9965.42	2213.12	notfound	0.634
TO.Zeiss-2000.FLI-PL4301.None.Z	9081.06	2329.21	1.526	0.489
TO.Zeiss-2000.FLI-PL4301.None.w	3919.93	2391.57	notfound	0.8
TO.Zeiss-2000.FLI-PL4301.None.white	3919.93	2391.57	notfound	0.8
"LSO.NTT(3,58m).ULTRACAM.Johnson.U"	3630.98	1780.3	notfound	0.800527
"LSO.NTT(3,58m).ULTRACAM.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"LSO.NTT(3,58m).ULTRACAM.Johnson.V"	5339.32	3562	notfound	0.006521
"LSO.NTT(3,58m).ULTRACAM.Johnson.R"	7606.15	2935.65	notfound	0.190278
"LSO.NTT(3,58m).ULTRACAM.Johnson.I"	8232.9	2347.46	notfound	0.431372
"LSO.NTT(3,58m).ULTRACAM.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"LSO.NTT(3,58m).ULTRACAM.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"LSO.NTT(3,58m).ULTRACAM.SDSS.up"	3542.86	1636.26	notfound	0.9
"LSO.NTT(3,58m).ULTRACAM.SDSS.u"	3579.22	1627.99	notfound	0.9
"LSO.NTT(3,58m).ULTRACAM.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"LSO.NTT(3,58m).ULTRACAM.SDSS.g"	3794.76	1572.35	notfound	-0.125
"LSO.NTT(3,58m).ULTRACAM.SDSS.rp"	6208.2	3149.8	notfound	0.119
"LSO.NTT(3,58m).ULTRACAM.SDSS.r"	6290.02	3093.32	notfound	0.119
"LSO.NTT(3,58m).ULTRACAM.SDSS.ip"	7629.65	2579.1	notfound	0.332
"LSO.NTT(3,58m).ULTRACAM.SDSS.i"	7635.1	2646.91	notfound	0.332
"LSO.NTT(3,58m).ULTRACAM.SDSS.zp"	9345.61	2129.91	notfound	0.494
"LSO.NTT(3,58m).ULTRACAM.SDSS.z"	7956.03	2612.4	notfound	0.494
"LSO.NTT(3,58m).ULTRACAM.None.J"	12355.3	1584.51	notfound	0.866
"LSO.NTT(3,58m).ULTRACAM.None.H"	16311.9	1029.64	notfound	1.337
"LSO.NTT(3,58m).ULTRACAM.None.K"	21785.2	648.74	4.802	1.815
"LSO.NTT(3,58m).ULTRACAM.None.Kp"	21176	679.886	4.802	1.815
"LSO.NTT(3,58m).ULTRACAM.None.Ks"	21436.5	670.881	4.802	1.815
"LSO.NTT(3,58m).ULTRACAM.None.Y"	9965.42	2213.12	notfound	0.634
"LSO.NTT(3,58m).ULTRACAM.None.Z"	9081.06	2329.21	1.526	0.489
"LSO.NTT(3,58m).ULTRACAM.None.w"	3919.93	2391.57	notfound	0.8
"LSO.NTT(3,58m).ULTRACAM.None.white"	3919.93	2391.57	notfound	0.8
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Johnson.U	3630.98	1780.3	notfound	0.800527
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Johnson.V	5339.32	3562	notfound	0.006521
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.up	3542.86	1636.26	notfound	0.9
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.u	3579.22	1627.99	notfound	0.9
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.g	3794.76	1572.35	notfound	-0.125
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.rp	6208.2	3149.8	notfound	0.119
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.r	6290.02	3093.32	notfound	0.119
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.ip	7629.65	2579.1	notfound	0.332
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.i	7635.1	2646.91	notfound	0.332
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.zp	9345.61	2129.91	notfound	0.494
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.SDSS.z	7956.03	2612.4	notfound	0.494
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.J	12355.3	1584.51	notfound	0.866
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.H	16311.9	1029.64	notfound	1.337
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.K	21785.2	648.74	4.802	1.815
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.Kp	21176	679.886	4.802	1.815
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.Ks	21436.5	670.881	4.802	1.815
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.Y	9965.42	2213.12	notfound	0.634
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.Z	9081.06	2329.21	1.526	0.489
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.w	3919.93	2391.57	notfound	0.8
KPNO.SARA-RM(1m).Andor-Ikon-L-CCD.None.white	3919.93	2391.57	notfound	0.8
"KPNO.2,1m.AndoriXon888.Johnson.U"	3630.98	1780.3	notfound	0.800527
"KPNO.2,1m.AndoriXon888.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"KPNO.2,1m.AndoriXon888.Johnson.V"	5339.32	3562	notfound	0.006521
"KPNO.2,1m.AndoriXon888.Johnson.R"	7606.15	2935.65	notfound	0.190278
"KPNO.2,1m.AndoriXon888.Johnson.I"	8232.9	2347.46	notfound	0.431372
"KPNO.2,1m.AndoriXon888.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"KPNO.2,1m.AndoriXon888.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"KPNO.2,1m.AndoriXon888.SDSS.up"	3542.86	1636.26	notfound	0.9
"KPNO.2,1m.AndoriXon888.SDSS.u"	3579.22	1627.99	notfound	0.9
"KPNO.2,1m.AndoriXon888.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"KPNO.2,1m.AndoriXon888.SDSS.g"	3794.76	1572.35	notfound	-0.125
"KPNO.2,1m.AndoriXon888.SDSS.rp"	6208.2	3149.8	notfound	0.119
"KPNO.2,1m.AndoriXon888.SDSS.r"	6290.02	3093.32	notfound	0.119
"KPNO.2,1m.AndoriXon888.SDSS.ip"	7629.65	2579.1	notfound	0.332
"KPNO.2,1m.AndoriXon888.SDSS.i"	7635.1	2646.91	notfound	0.332
"KPNO.2,1m.AndoriXon888.SDSS.zp"	9345.61	2129.91	notfound	0.494
"KPNO.2,1m.AndoriXon888.SDSS.z"	7956.03	2612.4	notfound	0.494
"KPNO.2,1m.AndoriXon888.None.J"	12355.3	1584.51	notfound	0.866
"KPNO.2,1m.AndoriXon888.None.H"	16311.9	1029.64	notfound	1.337
"KPNO.2,1m.AndoriXon888.None.K"	21785.2	648.74	4.802	1.815
"KPNO.2,1m.AndoriXon888.None.Kp"	21176	679.886	4.802	1.815
"KPNO.2,1m.AndoriXon888.None.Ks"	21436.5	670.881	4.802	1.815
"KPNO.2,1m.AndoriXon888.None.Y"	9965.42	2213.12	notfound	0.634
"KPNO.2,1m.AndoriXon888.None.Z"	9081.06	2329.21	1.526	0.489
"KPNO.2,1m.AndoriXon888.None.w"	3919.93	2391.57	notfound	0.8
"KPNO.2,1m.AndoriXon888.None.white"	3919.93	2391.57	notfound	0.8
"SSO.iTelescope(0,7m).CCD.Johnson.U"	3630.98	1780.3	notfound	0.800527
"SSO.iTelescope(0,7m).CCD.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"SSO.iTelescope(0,7m).CCD.Johnson.V"	5339.32	3562	notfound	0.006521
"SSO.iTelescope(0,7m).CCD.Johnson.R"	7606.15	2935.65	notfound	0.190278
"SSO.iTelescope(0,7m).CCD.Johnson.I"	8232.9	2347.46	notfound	0.431372
"SSO.iTelescope(0,7m).CCD.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"SSO.iTelescope(0,7m).CCD.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"SSO.iTelescope(0,7m).CCD.SDSS.up"	3542.86	1636.26	notfound	0.9
"SSO.iTelescope(0,7m).CCD.SDSS.u"	3579.22	1627.99	notfound	0.9
"SSO.iTelescope(0,7m).CCD.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"SSO.iTelescope(0,7m).CCD.SDSS.g"	3794.76	1572.35	notfound	-0.125
"SSO.iTelescope(0,7m).CCD.SDSS.rp"	6208.2	3149.8	notfound	0.119
"SSO.iTelescope(0,7m).CCD.SDSS.r"	6290.02	3093.32	notfound	0.119
"SSO.iTelescope(0,7m).CCD.SDSS.ip"	7629.65	2579.1	notfound	0.332
"SSO.iTelescope(0,7m).CCD.SDSS.i"	7635.1	2646.91	notfound	0.332
"SSO.iTelescope(0,7m).CCD.SDSS.zp"	9345.61	2129.91	notfound	0.494
"SSO.iTelescope(0,7m).CCD.SDSS.z"	7956.03	2612.4	notfound	0.494
"SSO.iTelescope(0,7m).CCD.None.J"	12355.3	1584.51	notfound	0.866
"SSO.iTelescope(0,7m).CCD.None.H"	16311.9	1029.64	notfound	1.337
"SSO.iTelescope(0,7m).CCD.None.K"	21785.2	648.74	4.802	1.815
"SSO.iTelescope(0,7m).CCD.None.Kp"	21176	679.886	4.802	1.815
"SSO.iTelescope(0,7m).CCD.None.Ks"	21436.5	670.881	4.802	1.815
"SSO.iTelescope(0,7m).CCD.None.Y"	9965.42	2213.12	notfound	0.634
"SSO.iTelescope(0,7m).CCD.None.Z"	9081.06	2329.21	1.526	0.489
"SSO.iTelescope(0,7m).CCD.None.w"	3919.93	2391.57	notfound	0.8
"SSO.iTelescope(0,7m).CCD.None.white"	3919.93	2391.57	notfound	0.8
SSO.iTelescope(T9).CCD.Johnson.U	3630.98	1780.3	notfound	0.800527
SSO.iTelescope(T9).CCD.Johnson.B	4357.24	3897.71	notfound	-0.107512
SSO.iTelescope(T9).CCD.Johnson.V	5339.32	3562	notfound	0.006521
SSO.iTelescope(T9).CCD.Johnson.R	7606.15	2935.65	notfound	0.190278
SSO.iTelescope(T9).CCD.Johnson.I	8232.9	2347.46	notfound	0.431372
SSO.iTelescope(T9).CCD.Cousins.Rc	6406.41	3002.3	notfound	0.117
SSO.iTelescope(T9).CCD.Cousins.Ic	7590.5	2387.34	notfound	0.342
SSO.iTelescope(T9).CCD.SDSS.up	3542.86	1636.26	notfound	0.9
SSO.iTelescope(T9).CCD.SDSS.u	3579.22	1627.99	notfound	0.9
SSO.iTelescope(T9).CCD.SDSS.gp	4747.03	3812.91	notfound	-0.125
SSO.iTelescope(T9).CCD.SDSS.g	3794.76	1572.35	notfound	-0.125
SSO.iTelescope(T9).CCD.SDSS.rp	6208.2	3149.8	notfound	0.119
SSO.iTelescope(T9).CCD.SDSS.r	6290.02	3093.32	notfound	0.119
SSO.iTelescope(T9).CCD.SDSS.ip	7629.65	2579.1	notfound	0.332
SSO.iTelescope(T9).CCD.SDSS.i	7635.1	2646.91	notfound	0.332
SSO.iTelescope(T9).CCD.SDSS.zp	9345.61	2129.91	notfound	0.494
SSO.iTelescope(T9).CCD.SDSS.z	7956.03	2612.4	notfound	0.494
SSO.iTelescope(T9).CCD.None.J	12355.3	1584.51	notfound	0.866
SSO.iTelescope(T9).CCD.None.H	16311.9	1029.64	notfound	1.337
SSO.iTelescope(T9).CCD.None.K	21785.2	648.74	4.802	1.815
SSO.iTelescope(T9).CCD.None.Kp	21176	679.886	4.802	1.815
SSO.iTelescope(T9).CCD.None.Ks	21436.5	670.881	4.802	1.815
SSO.iTelescope(T9).CCD.None.Y	9965.42	2213.12	notfound	0.634
SSO.iTelescope(T9).CCD.None.Z	9081.06	2329.21	1.526	0.489
SSO.iTelescope(T9).CCD.None.w	3919.93	2391.57	notfound	0.8
SSO.iTelescope(T9).CCD.None.white	3919.93	2391.57	notfound	0.8
SSO.ANU(1m).WFI.Johnson.U	3630.98	1780.3	notfound	0.800527
SSO.ANU(1m).WFI.Johnson.B	4357.24	3897.71	notfound	-0.107512
SSO.ANU(1m).WFI.Johnson.V	5339.32	3562	notfound	0.006521
SSO.ANU(1m).WFI.Johnson.R	7606.15	2935.65	notfound	0.190278
SSO.ANU(1m).WFI.Johnson.I	8232.9	2347.46	notfound	0.431372
SSO.ANU(1m).WFI.Cousins.Rc	6406.41	3002.3	notfound	0.117
SSO.ANU(1m).WFI.Cousins.Ic	7590.5	2387.34	notfound	0.342
SSO.ANU(1m).WFI.SDSS.up	3542.86	1636.26	notfound	0.9
SSO.ANU(1m).WFI.SDSS.u	3579.22	1627.99	notfound	0.9
SSO.ANU(1m).WFI.SDSS.gp	4747.03	3812.91	notfound	-0.125
SSO.ANU(1m).WFI.SDSS.g	3794.76	1572.35	notfound	-0.125
SSO.ANU(1m).WFI.SDSS.rp	6208.2	3149.8	notfound	0.119
SSO.ANU(1m).WFI.SDSS.r	6290.02	3093.32	notfound	0.119
SSO.ANU(1m).WFI.SDSS.ip	7629.65	2579.1	notfound	0.332
SSO.ANU(1m).WFI.SDSS.i	7635.1	2646.91	notfound	0.332
SSO.ANU(1m).WFI.SDSS.zp	9345.61	2129.91	notfound	0.494
SSO.ANU(1m).WFI.SDSS.z	7956.03	2612.4	notfound	0.494
SSO.ANU(1m).WFI.None.J	12355.3	1584.51	notfound	0.866
SSO.ANU(1m).WFI.None.H	16311.9	1029.64	notfound	1.337
SSO.ANU(1m).WFI.None.K	21785.2	648.74	4.802	1.815
SSO.ANU(1m).WFI.None.Kp	21176	679.886	4.802	1.815
SSO.ANU(1m).WFI.None.Ks	21436.5	670.881	4.802	1.815
SSO.ANU(1m).WFI.None.Y	9965.42	2213.12	notfound	0.634
SSO.ANU(1m).WFI.None.Z	9081.06	2329.21	1.526	0.489
SSO.ANU(1m).WFI.None.w	3919.93	2391.57	notfound	0.8
SSO.ANU(1m).WFI.None.white	3919.93	2391.57	notfound	0.8
SSO.1m.WideFieldImager.Johnson.U	3630.98	1780.3	notfound	0.800527
SSO.1m.WideFieldImager.Johnson.B	4357.24	3897.71	notfound	-0.107512
SSO.1m.WideFieldImager.Johnson.V	5339.32	3562	notfound	0.006521
SSO.1m.WideFieldImager.Johnson.R	7606.15	2935.65	notfound	0.190278
SSO.1m.WideFieldImager.Johnson.I	8232.9	2347.46	notfound	0.431372
SSO.1m.WideFieldImager.Cousins.Rc	6406.41	3002.3	notfound	0.117
SSO.1m.WideFieldImager.Cousins.Ic	7590.5	2387.34	notfound	0.342
SSO.1m.WideFieldImager.SDSS.up	3542.86	1636.26	notfound	0.9
SSO.1m.WideFieldImager.SDSS.u	3579.22	1627.99	notfound	0.9
SSO.1m.WideFieldImager.SDSS.gp	4747.03	3812.91	notfound	-0.125
SSO.1m.WideFieldImager.SDSS.g	3794.76	1572.35	notfound	-0.125
SSO.1m.WideFieldImager.SDSS.rp	6208.2	3149.8	notfound	0.119
SSO.1m.WideFieldImager.SDSS.r	6290.02	3093.32	notfound	0.119
SSO.1m.WideFieldImager.SDSS.ip	7629.65	2579.1	notfound	0.332
SSO.1m.WideFieldImager.SDSS.i	7635.1	2646.91	notfound	0.332
SSO.1m.WideFieldImager.SDSS.zp	9345.61	2129.91	notfound	0.494
SSO.1m.WideFieldImager.SDSS.z	7956.03	2612.4	notfound	0.494
SSO.1m.WideFieldImager.None.J	12355.3	1584.51	notfound	0.866
SSO.1m.WideFieldImager.None.H	16311.9	1029.64	notfound	1.337
SSO.1m.WideFieldImager.None.K	21785.2	648.74	4.802	1.815
SSO.1m.WideFieldImager.None.Kp	21176	679.886	4.802	1.815
SSO.1m.WideFieldImager.None.Ks	21436.5	670.881	4.802	1.815
SSO.1m.WideFieldImager.None.Y	9965.42	2213.12	notfound	0.634
SSO.1m.WideFieldImager.None.Z	9081.06	2329.21	1.526	0.489
SSO.1m.WideFieldImager.None.w	3919.93	2391.57	notfound	0.8
SSO.1m.WideFieldImager.None.white	3919.93	2391.57	notfound	0.8
SAO-RAS.RC500-2.FLI-PL16801.Johnson.U	3630.98	1780.3	notfound	0.800527
SAO-RAS.RC500-2.FLI-PL16801.Johnson.B	4357.24	3897.71	notfound	-0.107512
SAO-RAS.RC500-2.FLI-PL16801.Johnson.V	5339.32	3562	notfound	0.006521
SAO-RAS.RC500-2.FLI-PL16801.Johnson.R	7606.15	2935.65	notfound	0.190278
SAO-RAS.RC500-2.FLI-PL16801.Johnson.I	8232.9	2347.46	notfound	0.431372
SAO-RAS.RC500-2.FLI-PL16801.Cousins.Rc	6406.41	3002.3	notfound	0.117
SAO-RAS.RC500-2.FLI-PL16801.Cousins.Ic	7590.5	2387.34	notfound	0.342
SAO-RAS.RC500-2.FLI-PL16801.SDSS.up	3542.86	1636.26	notfound	0.9
SAO-RAS.RC500-2.FLI-PL16801.SDSS.u	3579.22	1627.99	notfound	0.9
SAO-RAS.RC500-2.FLI-PL16801.SDSS.gp	4747.03	3812.91	notfound	-0.125
SAO-RAS.RC500-2.FLI-PL16801.SDSS.g	3794.76	1572.35	notfound	-0.125
SAO-RAS.RC500-2.FLI-PL16801.SDSS.rp	6208.2	3149.8	notfound	0.119
SAO-RAS.RC500-2.FLI-PL16801.SDSS.r	6290.02	3093.32	notfound	0.119
SAO-RAS.RC500-2.FLI-PL16801.SDSS.ip	7629.65	2579.1	notfound	0.332
SAO-RAS.RC500-2.FLI-PL16801.SDSS.i	7635.1	2646.91	notfound	0.332
SAO-RAS.RC500-2.FLI-PL16801.SDSS.zp	9345.61	2129.91	notfound	0.494
SAO-RAS.RC500-2.FLI-PL16801.SDSS.z	7956.03	2612.4	notfound	0.494
SAO-RAS.RC500-2.FLI-PL16801.None.J	12355.3	1584.51	notfound	0.866
SAO-RAS.RC500-2.FLI-PL16801.None.H	16311.9	1029.64	notfound	1.337
SAO-RAS.RC500-2.FLI-PL16801.None.K	21785.2	648.74	4.802	1.815
SAO-RAS.RC500-2.FLI-PL16801.None.Kp	21176	679.886	4.802	1.815
SAO-RAS.RC500-2.FLI-PL16801.None.Ks	21436.5	670.881	4.802	1.815
SAO-RAS.RC500-2.FLI-PL16801.None.Y	9965.42	2213.12	notfound	0.634
SAO-RAS.RC500-2.FLI-PL16801.None.Z	9081.06	2329.21	1.526	0.489
SAO-RAS.RC500-2.FLI-PL16801.None.w	3919.93	2391.57	notfound	0.8
SAO-RAS.RC500-2.FLI-PL16801.None.white	3919.93	2391.57	notfound	0.8
SAO-RAS.Zeiss-1000.MPPP.Johnson.U	3630.98	1780.3	notfound	0.800527
SAO-RAS.Zeiss-1000.MPPP.Johnson.B	4357.24	3897.71	notfound	-0.107512
SAO-RAS.Zeiss-1000.MPPP.Johnson.V	5339.32	3562	notfound	0.006521
SAO-RAS.Zeiss-1000.MPPP.Johnson.R	7606.15	2935.65	notfound	0.190278
SAO-RAS.Zeiss-1000.MPPP.Johnson.I	8232.9	2347.46	notfound	0.431372
SAO-RAS.Zeiss-1000.MPPP.Cousins.Rc	6406.41	3002.3	notfound	0.117
SAO-RAS.Zeiss-1000.MPPP.Cousins.Ic	7590.5	2387.34	notfound	0.342
SAO-RAS.Zeiss-1000.MPPP.SDSS.up	3542.86	1636.26	notfound	0.9
SAO-RAS.Zeiss-1000.MPPP.SDSS.u	3579.22	1627.99	notfound	0.9
SAO-RAS.Zeiss-1000.MPPP.SDSS.gp	4747.03	3812.91	notfound	-0.125
SAO-RAS.Zeiss-1000.MPPP.SDSS.g	3794.76	1572.35	notfound	-0.125
SAO-RAS.Zeiss-1000.MPPP.SDSS.rp	6208.2	3149.8	notfound	0.119
SAO-RAS.Zeiss-1000.MPPP.SDSS.r	6290.02	3093.32	notfound	0.119
SAO-RAS.Zeiss-1000.MPPP.SDSS.ip	7629.65	2579.1	notfound	0.332
SAO-RAS.Zeiss-1000.MPPP.SDSS.i	7635.1	2646.91	notfound	0.332
SAO-RAS.Zeiss-1000.MPPP.SDSS.zp	9345.61	2129.91	notfound	0.494
SAO-RAS.Zeiss-1000.MPPP.SDSS.z	7956.03	2612.4	notfound	0.494
SAO-RAS.Zeiss-1000.MPPP.None.J	12355.3	1584.51	notfound	0.866
SAO-RAS.Zeiss-1000.MPPP.None.H	16311.9	1029.64	notfound	1.337
SAO-RAS.Zeiss-1000.MPPP.None.K	21785.2	648.74	4.802	1.815
SAO-RAS.Zeiss-1000.MPPP.None.Kp	21176	679.886	4.802	1.815
SAO-RAS.Zeiss-1000.MPPP.None.Ks	21436.5	670.881	4.802	1.815
SAO-RAS.Zeiss-1000.MPPP.None.Y	9965.42	2213.12	notfound	0.634
SAO-RAS.Zeiss-1000.MPPP.None.Z	9081.06	2329.21	1.526	0.489
SAO-RAS.Zeiss-1000.MPPP.None.w	3919.93	2391.57	notfound	0.8
SAO-RAS.Zeiss-1000.MPPP.None.white	3919.93	2391.57	notfound	0.8
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Johnson.U"	3630.98	1780.3	notfound	0.800527
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Johnson.B"	4357.24	3897.71	notfound	-0.107512
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Johnson.V"	5339.32	3562	notfound	0.006521
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Johnson.R"	7606.15	2935.65	notfound	0.190278
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Johnson.I"	8232.9	2347.46	notfound	0.431372
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Cousins.Rc"	6406.41	3002.3	notfound	0.117
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.Cousins.Ic"	7590.5	2387.34	notfound	0.342
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.up"	3542.86	1636.26	notfound	0.9
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.u"	3579.22	1627.99	notfound	0.9
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.gp"	4747.03	3812.91	notfound	-0.125
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.g"	3794.76	1572.35	notfound	-0.125
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.rp"	6208.2	3149.8	notfound	0.119
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.r"	6290.02	3093.32	notfound	0.119
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.ip"	7629.65	2579.1	notfound	0.332
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.i"	7635.1	2646.91	notfound	0.332
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.zp"	9345.61	2129.91	notfound	0.494
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.SDSS.z"	7956.03	2612.4	notfound	0.494
"SAAO.MASTER-SAAO(2X0,4m).VWF-2.None.J"	12355.3	1584.51	notfound	0.866
